id	source_law	required_behavior	enforcement_status	gate_or_fixture_path	owner_lane	claim_ids_affected	current_status	blocker_or_repair_action	required_execplan_refs
plugin-install-surface-metadata-cache-enable-state	mandatory law: Plugin Install Surface Metadata Cache Enable State	Plugin Install Surface Metadata Cache Enable State must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; install_marketplace_enable_claims_withheld_without_same_surface_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
plugin-product-cohesion-authority	mandatory plugin product cohesion and fit-repo authority	Harness Ultragoal repo fitting must enter through harness-ultragoal:fit-repo, emit fit-repo and plugin product journey receipts, validate plugin flow graph edges, keep source/install/cache/app-registry proof surfaces separate, and promote severe setup friction into standards-gardener rows.	mechanized	docs/plugin-cohesion-manifest.json	root	fit-repo, init, retrofit, product-cohesion, install, cache, app-registry	active	Run plugin product cohesion validator before setup or material claims; withhold claims when fit-repo receipt, flow graph, package closure, or journey receipt is missing.	mandatory-plugin-product-cohesion-and-fit-repo-authority.md
portable-non-prescriptive-adapter-implementation-choice	mandatory law: Portable Non Prescriptive Adapter Implementation Choice	Portable Non Prescriptive Adapter Implementation Choice must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; generic_claims_withheld_without_portable_adapter_boundaries.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
privacy-raw-artifact-boundary	security and privacy law	Validators and review prompts prevent opening or persisting raw private transcript, audio, prompt, message, or event payloads while allowing category-only status and leak summaries.	mechanized	scripts/check-agent-standards	root	security, review, fixtures	active	Use redacted snippets, digests, counts, category status, and leak summaries instead of raw private payloads.	mandatory-plugin-product-cohesion-and-fit-repo-authority.md;mandatory-product-fitness-quality-in-use-enforcement.md
product-cohesion-product-claims	source obligation: Product Cohesion Product Claims	Product Cohesion Product Claims must be enforced as a same-law source-obligation surface with mandatory-law receipt, standards row, trace entry, validator check enum, red fixture, valid fixture or receipt, and claim-ceiling guard.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; engine_proof_not_product_proof.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
product-live-surface-receipts	proof-gate: proof surfaces are not interchangeable	CLI checks and fixtures do not prove live recording, live UI, replay, transcript alignment, video alignment, or parent-operation coordination.	mechanized	scripts/check-agent-standards	root	recording, replay, transcript, product	active	Live product, recording, replay, transcript-alignment, and parent-operation claims require same-surface live receipts; CLI/install/package proof cannot substitute.	mandatory-plugin-product-cohesion-and-fit-repo-authority.md;mandatory-product-fitness-quality-in-use-enforcement.md
product-proof-joins-substitution-blocking	mandatory law: Product Proof Joins Substitution Blocking	Product Proof Joins Substitution Blocking must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; product_success_claims_withheld_without_same_surface_product_proof_join.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
product-strategy-positioning-research-eval-before-lane-planning	mandatory law: Product Strategy Positioning Research Eval Before Lane Planning	Product Strategy Positioning Research Eval Before Lane Planning must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; product_lane_planning_claims_withheld_without_strategy_research_eval_artifacts.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
product-success-binding-goal-lane-execplan-authority	mandatory law: Product Success Binding Goal Lane Execplan Authority	Product Success Binding Goal Lane Execplan Authority must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; product_lane_claims_withheld_without_product_success_binding.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
product-success-contract-initiation-authority	mandatory law: Product Success Contract Initiation Authority	Product Success Contract Initiation Authority must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; product_claims_withheld_without_initiation_time_product_success_contract.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
product-success-contract-review-packet-team-skill-routing	mandatory law: Product Success Contract Review Packet Team Skill Routing	Product Success Contract Review Packet Team Skill Routing must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; review_packet_claims_withheld_without_product_success_contract_review_and_routing.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
product-success-inspiration-source-provenance-disposition	mandatory law: Product Success Inspiration Source Provenance Disposition	Product Success Inspiration Source Provenance Disposition must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; product_requirements_claims_withheld_without_inspiration_source_disposition.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
product-success-lifecycle-transitions-no-late-afterthought	mandatory law: Product Success Lifecycle Transitions No Late Afterthought	Product Success Lifecycle Transitions No Late Afterthought must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; product_success_claims_withheld_without_lifecycle_transition_receipts.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
product-success-lineage-amendments-closed-product-claim-ids	mandatory law: Product Success Lineage Amendments Closed Product Claim Ids	Product Success Lineage Amendments Closed Product Claim Ids must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; product_claims_withheld_without_lineage_amendments_and_closed_product_claim_ids.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
purpose-backed-active-files	source obligation: Purpose Backed Active Files	Purpose Backed Active Files must be enforced as a same-law source-obligation surface with mandatory-law receipt, standards row, trace entry, validator check enum, red fixture, valid fixture or receipt, and claim-ceiling guard.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; archive_only_or_orphan_files_withhold_active_repo_claims.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
quality-score-taste-gates	mandatory law: Quality Score Taste Gates	Quality Score Taste Gates must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; quality_claims_withheld_without_current_evidence_bound_score.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
raw-private-artifact-handling-category-only-evidence	mandatory law: Raw Private Artifact Handling Category Only Evidence	Raw Private Artifact Handling Category Only Evidence must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; evidence_claims_withheld_without_redacted_category_only_outputs.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
repo-knowledge-index-core-beliefs	mandatory law: Repo Knowledge Index Core Beliefs	Repo Knowledge Index Core Beliefs must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; law_claims_withheld_without_fresh_knowledge_index.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
restartable-execplans	source obligation: Restartable Execplans	Restartable Execplans must be enforced as a same-law source-obligation surface with mandatory-law receipt, standards row, trace entry, validator check enum, red fixture, valid fixture or receipt, and claim-ceiling guard.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; plan_orchestration_completion_claims_withheld_without_restartable_execplan_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
review-disagreement-override-judgment-boundary-governance	mandatory law: Review Disagreement Override Judgment Boundary Governance	Review Disagreement Override Judgment Boundary Governance must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; review_claims_withheld_without_override_boundary_governance.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
review-feedback-disposition-same-round-satisfaction	mandatory law: Review Feedback Disposition Same Round Satisfaction	Review Feedback Disposition Same Round Satisfaction must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; review_signoff_withheld_without_same_round_feedback_disposition.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
reviewer-to-gate-conversion	standards-gardener: promotion ladder	Recurring or severe reviewer findings become scripts, tests, standards rows, fixtures, blockers, or claim ceilings.	mechanized	scripts/check-agent-standards	root	review, completion	active	Reviewer agreement cannot close the finding until the row is mechanized, blocked, or backlogged.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
runtime-feasibility-cost-strict-gate-usability	mandatory law: Runtime Feasibility Cost Strict Gate Usability	Runtime Feasibility Cost Strict Gate Usability must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; strict_gate_claims_withheld_without_runtime_feasibility_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
runtime-tool-identity	agent standards: proof freshness and operation identity	Browser, UI, and runtime proof records exact tool identity, version, binary path when relevant, artifact digests, workspace, and claim ceiling.	mechanized	scripts/check-agent-standards	root	runtime, UI, product	active	Runtime/UI claims require exact tool identity evidence; unidentified runtime proof keeps live UI/runtime claims withheld.	mandatory-plugin-product-cohesion-and-fit-repo-authority.md;mandatory-product-fitness-quality-in-use-enforcement.md
rust-cache-no-cache-honesty	Gate 91 mandatory law: Rust Cache No-Cache Honesty	Rust acceleration, target dirs, Cargo homes, sccache, remote caches, global Cargo config, RUSTC_WRAPPER, warm cache timings, and clean-proof loops must be declared in receipts; warm or hidden cache proof cannot support no-cache claims.	mechanized	validator/src/audit/rust/developer.rs	root	routine usability, clean checkout, source, package, readiness, release, update_goal	active	Run Gate 91 Rust/GC CLI receipt validation and mandatory-law red fixtures; rust_no_cache_claims_withheld_without_cache_honesty_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
rust-command-loop-authority	Gate 91 mandatory law: Rust Command Loop Authority	ultragoal rust fast, standard, release, coverage prove, clean-proof, watch, memory prove, dependency audit, and workspace topology loops must be CLI-routed; raw cargo test, watcher/editor state, smoke tests, or focused checks cannot substitute for claim-specific receipts.	mechanized	validator/src/audit/rust/developer.rs	root	completion, source, package, review, readiness, release, update_goal	active	Run Gate 91 Rust/GC CLI receipt validation and mandatory-law red fixtures; rust_command_loop_claims_withheld_without_cli_loop_receipts.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
rust-developer-experience-authority	Gate 91 mandatory law: Rust Developer Experience Authority	Rust developer experience is a governed product surface; raw Rust tools are observations only and cannot satisfy Harness claims until ultragoal converts them into typed, digest-bound receipts and claim ceilings.	mechanized	validator/src/audit/rust/developer.rs	root	completion, review, package, readiness, release, product, update_goal	active	Run Gate 91 Rust/GC CLI receipt validation and mandatory-law red fixtures; rust_devx_claims_withheld_without_cli_bound_devx_receipts.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
rust-memory-resource-discipline	Gate 91 mandatory law: Rust Memory Resource Discipline	Rust memory/resource proof must enforce ownership/RAII, bounded caches/queues, managed child processes, shutdown proof, leak/tempdir/fd cleanup, and forbid tracing GC as the correctness-critical core memory model.	mechanized	validator/src/audit/rust/developer.rs	root	source, package, runtime, readiness, release, update_goal	active	Run Gate 91 Rust/GC CLI receipt validation and mandatory-law red fixtures; rust_runtime_claims_withheld_without_memory_resource_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
rust-toolchain-substrate-authority	Gate 91 mandatory law: Rust Toolchain Substrate Authority	Rust substrate proof must bind rust-toolchain.toml, Cargo.lock, Cargo metadata, active toolchain, rustc/cargo versions, required components, and tool inventory; stale or missing substrate proof blocks claims.	mechanized	validator/src/audit/rust/developer.rs	root	completion, source, package, readiness, release, update_goal	active	Run Gate 91 Rust/GC CLI receipt validation and mandatory-law red fixtures; rust_claims_withheld_without_current_toolchain_substrate_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
scheduler-runner-tracker-boundaries	mandatory law: Scheduler Runner Tracker Boundaries	Scheduler Runner Tracker Boundaries must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; tracker_mutation_claims_withheld_without_authority_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
schema-evolution-receipt-migration-stale-version-invalidation	mandatory law: Schema Evolution Receipt Migration Stale Version Invalidation	Schema Evolution Receipt Migration Stale Version Invalidation must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; current_claims_withheld_without_schema_evolution_and_migration_binding.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
secret-token-boundaries	mandatory law: Secret Token Boundaries	Secret Token Boundaries must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; proof_claims_withheld_when_secret_boundaries_fail.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
semantic-domain-type-naming	mandatory law: Semantic Domain Type Naming	Semantic Domain Type Naming must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; authority_surface_claims_withheld_without_semantic_domain_names.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
skill-catalog-context-budget-omission-warning	mandatory law: Skill Catalog Context Budget Omission Warning	Skill Catalog Context Budget Omission Warning must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; skill_visibility_claims_withheld_without_catalog_budget_and_omission_warning_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
skill-local-reference-closure	source obligation: Skill Local Reference Closure	Skill Local Reference Closure must be enforced as a same-law source-obligation surface with mandatory-law receipt, standards row, trace entry, validator check enum, red fixture, valid fixture or receipt, and claim-ceiling guard.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; package skill closure only; not live app install proof.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
skill-progressive-disclosure-metadata	mandatory law: Skill Progressive Disclosure Metadata	Skill Progressive Disclosure Metadata must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; skill_claims_withheld_without_progressive_disclosure_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
source-card-freshness-ceiling	source obligation: Source Card Freshness Ceiling	Source Card Freshness Ceiling must be enforced as a same-law source-obligation surface with mandatory-law receipt, standards row, trace entry, validator check enum, red fixture, valid fixture or receipt, and claim-ceiling guard.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; current_source_full_compliance_readiness_release_claims_withheld_by_unrefreshed_source_cards.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
source-installed-cache-alignment	proof-gate: same-surface plugin availability	Plugin availability claims require separate source, installed-plugin, cache-package, package-sync, package-hygiene, and per-surface receipts.	mechanized	scripts/check-agent-standards	root	install, cache, app visibility	active	Withhold install/cache/app visibility claims until same-surface receipts exist.	mandatory-plugin-product-cohesion-and-fit-repo-authority.md
source-obligation-parity-anti-bundling	source obligation: Source Obligation Parity Anti Bundling	Source Obligation Parity Anti Bundling must be enforced as a same-law source-obligation surface with mandatory-law receipt, standards row, trace entry, validator check enum, red fixture, valid fixture or receipt, and claim-ceiling guard.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; compliance_claims_withheld_without_source_obligation_same_law_parity.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
stable-identifier-normalization-collision	mandatory law: Stable Identifier Normalization Collision	Stable Identifier Normalization Collision must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; identifier_claims_withheld_without_typed_normalized_collision_checked_ids.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
standards-gardener-promotion	source obligation: Standards Gardener Promotion	Standards Gardener Promotion must be enforced as a same-law source-obligation surface with mandatory-law receipt, standards row, trace entry, validator check enum, red fixture, valid fixture or receipt, and claim-ceiling guard.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; package_static_fixture_only.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
std-automation-001	STD-AUTOMATION-001: Ultragoal orchestrator idle automation contract	Ultragoal idle orchestration automation must be a self-contained heartbeat contract bound to thread, goal, repo, evidence cursors, tools, skills, output policy, action policy, and claim ceiling.	mechanized	scripts/check-agent-standards	root	orchestration, automation, lane monitoring, completion	active	Use .codex/automations/ultragoal-orchestrator/automation.toml and prompt.md; unresolved template markers or generic reminders cannot support material claims.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
std-plans-001	STD-PLANS-001: PLANS.md stable ExecPlan law	PLANS.md is stable ExecPlan law and must not carry active project status, worker/thread ids, phase progress, backlog items, receipt state, or completion claims.	mechanized	scripts/check-agent-standards	root	planning, orchestration, completion	active	Move project-specific state to active ExecPlans, LANE_REGISTRY.json, VERIFICATION_BACKLOG.json, COMPLETION_MANIFEST.json, receipts, or AMENDMENTS.jsonl.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
std-product-fitness-001	STD-PRODUCT-FITNESS-001: mandatory Product Fitness and Quality-In-Use enforcement	Product-impacting success, readiness, release, daily-driver, install-success-as-product-success, and material product sign-off claims require Product Fitness receipts bound to audience, job, context, outcome, quality-in-use, accessibility, cognitive-load, recovery, continuance when claimed, and claim ceiling. Substitutions are rejected.	mechanized	schemas/product-fitness-receipt.schema.json	root	product-fitness, product-readiness, release, daily-driver, material-signoff	active	Run product-fitness-proof before product-impacting claims; withhold claims when Product Fitness receipt, schema, standards row, or substitution rejection proof is missing.	mandatory-product-fitness-quality-in-use-enforcement.md
subagent-custom-agent-sandbox-approval-inheritance	mandatory law: Subagent Custom Agent Sandbox Approval Inheritance	Subagent Custom Agent Sandbox Approval Inheritance must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; reviewer_custom_agent_claims_withheld_without_launch_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
subagent-orchestration-explicitness-token-model-cost-result-reconciliation	mandatory law: Subagent Orchestration Explicitness Token Model Cost Result Reconciliation	Subagent Orchestration Explicitness Token Model Cost Result Reconciliation must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; subagent_claims_withheld_without_explicit_budgeted_reconciled_parent_synthesis.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
target-repo-audit-capability	mandatory law: Target Repo Audit Capability	Target Repo Audit Capability must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; target_repo_claims_withheld_without_exact_target_capability_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
targeted-refactor-debt-removal-standards-gardener-cadence	mandatory law: Targeted Refactor Debt Removal Standards Gardener Cadence	Targeted Refactor Debt Removal Standards Gardener Cadence must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; compliance_claims_withheld_without_debt_remediation_cadence_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
template-generation-governance-template-creator-boundary	mandatory law: Template Generation Governance Template Creator Boundary	Template Generation Governance Template Creator Boundary must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; product_template_claims_withheld_without_repo_owned_template_governance.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
third-party-dependency-legibility-typed-adapters	mandatory law: Third Party Dependency Legibility Typed Adapters	Third Party Dependency Legibility Typed Adapters must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; dependency_claims_withheld_without_typed_adapter_registry.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
total-authority-types-impossible-state-elimination	mandatory law: Total Authority Types Impossible State Elimination	Total Authority Types Impossible State Elimination must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; authority_claims_withheld_without_total_typed_impossible_state_elimination.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
transcript-quality-reuse-gates	security and reliability standards: transcript finalization	Missing or disabled post-stop batch transcription, cleanup, or final alignment blocks reuse when downstream claims trust final words.	mechanized	scripts/check-agent-standards	root	transcript, replay, product	active	Transcript reuse claims require final post-stop transcription, cleanup, and alignment evidence; disabled or missing finalization withholds reuse claims.	mandatory-plugin-product-cohesion-and-fit-repo-authority.md;mandatory-product-fitness-quality-in-use-enforcement.md
trust-boundary-abuse-path-failure-path-coverage	mandatory law: Trust Boundary Abuse Path Failure Path Coverage	Trust Boundary Abuse Path Failure Path Coverage must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; trust_boundary_claims_withheld_without_abuse_and_failure_path_receipts.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
typed-records-over-prose	source obligation: Typed Records Over Prose	Typed Records Over Prose must be enforced as a same-law source-obligation surface with mandatory-law receipt, standards row, trace entry, validator check enum, red fixture, valid fixture or receipt, and claim-ceiling guard.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; prose_is_not_proof.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
validator-source-namespace-topology	mandatory law: Validator Source Namespace Topology And Semantic Repo-Law Enforcement	Repo-owned validator source and test files are agent-facing law surfaces. Top-level internal_/internal_coverage/iinternal clusters, coverage-wave history names, broad validator/src source exceptions, generated/catalog exceptions for hand-authored source, and package-manifest blessing of bad source topology block completion, review, package, readiness, release, CLI self-law, final-packet, and update_goal claims.	mechanized	validator/src/audit/namespace/source/topology.rs	root	completion, review, package, readiness, release, cli-self-law, final-packet, update_goal	active	Run namespace-progressive-disclosure validator and Gate 90 red/green/tamper fixtures; move validator source into semantic directories and delete broad source exceptions before material claims.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
validator-theater-miswire-resistance	mandatory law: Validator Theater Miswire Resistance	Validator Theater Miswire Resistance must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; validator_enforcement_claims_withheld_without_theater_and_miswire_resistance.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
value-adoption-continuance-business-mission-evidence-hierarchy	mandatory law: Value Adoption Continuance Business Mission Evidence Hierarchy	Value Adoption Continuance Business Mission Evidence Hierarchy must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; value_claims_withheld_without_known_inferred_assumed_missing_hierarchy.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
workflow-template-parsing-rendering-reload	mandatory law: Workflow Template Parsing Rendering Reload	Workflow Template Parsing Rendering Reload must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; workflow_claims_withheld_without_strict_template_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
workspace-artifact-cache-garbage-collection	Gate 91 mandatory law: Workspace Artifact Cache Garbage Collection	Workspace/artifact/cache cleanup must be plan, dry-run, apply, and verify with artifact classification, protected set, plan digest, deletion receipt, and post-delete verification; blind deletion or unclassified cleanup cannot support claims.	mechanized	validator/src/audit/rust/developer.rs	root	completion, package, readiness, release, update_goal	active	Run Gate 91 Rust/GC CLI receipt validation and mandatory-law red fixtures; workspace_gc_claims_withheld_without_protected_plan_apply_verify_receipts.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
workspace-command-confinement-lifecycle-cleanup	mandatory law: Workspace Command Confinement Lifecycle Cleanup	Workspace Command Confinement Lifecycle Cleanup must be enforced through typed receipts, validator checks, red fixtures, valid fixtures, and claim-ceiling guards.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; workspace_claims_withheld_without_confinement_receipt.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
worktree-lane-owner-cost-policy	source obligation: Worktree Lane Owner Cost Policy	Worktree Lane Owner Cost Policy must be enforced as a same-law source-obligation surface with mandatory-law receipt, standards row, trace entry, validator check enum, red fixture, valid fixture or receipt, and claim-ceiling guard.	mechanized	validator/src/audit/mandatory/law/surfaces/mod.rs	root	completion, review, package, readiness, release	active	Run mandatory-law surface validation; lane_owner_cost_policy_not_human_review_policy.	harness-ultragoal-plans-and-orchestrator-automation-hardening.md
